C,ID,time,evid,amt,cmt,ss,ii,addl,rate,LAGT,MODE,DUR2,RAT2,BIOAV,DV,CP
.,1,0,0,0,2,0,0,0,0,0,0,2,10,1,.,0
.,1,0,1,100,1,0,12,3,0,0,0,2,10,1,.,0
.,1,1,0,0,2,0,0,0,0,0,0,2,10,1,.,2536.7
.,1,2,0,0,2,0,0,0,0,0,0,2,10,1,.,3019.5
.,1,3,0,0,2,0,0,0,0,0,0,2,10,1,.,3046.8
.,1,4,0,0,2,0,0,0,0,0,0,2,10,1,.,2975.1
.,1,5,0,0,2,0,0,0,0,0,0,2,10,1,.,2883.8
.,1,6,0,0,2,0,0,0,0,0,0,2,10,1,.,2790.7
.,1,7,0,0,2,0,0,0,0,0,0,2,10,1,.,2699.5
.,1,8,0,0,2,0,0,0,0,0,0,2,10,1,.,2611.1
.,1,9,0,0,2,0,0,0,0,0,0,2,10,1,.,2525.5
.,1,10,0,0,2,0,0,0,0,0,0,2,10,1,.,2442.7
.,1,11,0,0,2,0,0,0,0,0,0,2,10,1,.,2362.6
.,1,12,0,0,2,0,0,0,0,0,0,2,10,1,.,2285.2
.,1,13,0,0,2,0,0,0,0,0,0,2,10,1,.,4746.9
.,1,14,0,0,2,0,0,0,0,0,0,2,10,1,.,5157.3
.,1,15,0,0,2,0,0,0,0,0,0,2,10,1,.,5114.5
.,1,16,0,0,2,0,0,0,0,0,0,2,10,1,.,4975
.,1,17,0,0,2,0,0,0,0,0,0,2,10,1,.,4818.2
.,1,18,0,0,2,0,0,0,0,0,0,2,10,1,.,4661.7
.,1,19,0,0,2,0,0,0,0,0,0,2,10,1,.,4509.1
.,1,20,0,0,2,0,0,0,0,0,0,2,10,1,.,4361.4
.,1,21,0,0,2,0,0,0,0,0,0,2,10,1,.,4218.4
.,1,22,0,0,2,0,0,0,0,0,0,2,10,1,.,4080.1
.,1,23,0,0,2,0,0,0,0,0,0,2,10,1,.,3946.4
.,1,24,0,0,2,0,0,0,0,0,0,2,10,1,.,3817
.,1,25,0,0,2,0,0,0,0,0,0,2,10,1,.,6228.5
.,1,26,0,0,2,0,0,0,0,0,0,2,10,1,.,6590.3
.,1,27,0,0,2,0,0,0,0,0,0,2,10,1,.,6500.6
.,1,28,0,0,2,0,0,0,0,0,0,2,10,1,.,6315.6
